state,group,subgroup,Name,Id,Lat,Lon,Predictions
Alaska,   British Columbia and Alaska,        Dixon Entrance,"            Kelp Island Passage, Duke Island",9450142,54.8767,-131.3,Subordinate
Alaska,   British Columbia and Alaska,        Dixon Entrance,"            Nakat Harbor, Alaska",9450104,54.82,-130.7,Subordinate
Alaska,   British Columbia and Alaska,        Dixon Entrance,"            Haystack Island, B.C.",8218362,54.7167,-130.6167,Subordinate
Alaska,   British Columbia and Alaska,"        Portland Canal, etc.","            Wales Island (Cannery), Pearse Canal",8218447,54.7667,-130.55,Subordinate
Alaska,   British Columbia and Alaska,"        Portland Canal, etc.","            Kumeon Bay, B.C.",8218361,54.7167,-130.2167,Subordinate
Alaska,   British Columbia and Alaska,"        Portland Canal, etc.","            Mill Bay, Nass River, B.C.",8218617,55,-129.9,Subordinate
Alaska,   British Columbia and Alaska,"        Portland Canal, etc.","            Stewart, B.C.",8219894,55.9167,-129.8,Subordinate
Alaska,   British Columbia and Alaska,"        Portland Canal, etc.","            Davis River entrance, Alaska",9450729,55.76,-130.177,Subordinate
Alaska,    Revillagigedo Channel,,"        Morse Cove, Duke Island",9450172,54.92,-131.255,Subordinate
Alaska,    Revillagigedo Channel,,        Kah Shakes Cove,9450254,55.0417,-130.98,Subordinate
Alaska,    Revillagigedo Channel,,        Boca de Quadra,9450305,55.1167,-130.798,Subordinate
Alaska,    Revillagigedo Channel,,"        Custom House Cove, Mary Island",9450296,55.1,-131.217,Harmonic
Alaska,    Revillagigedo Channel,,"        Mop Point, Thorne Arm",9450483,55.3833,-131.235,Subordinate
Alaska,    Revillagigedo Channel,,"        Coon Island, George Inlet",9450533,55.4617,-131.505,Subordinate
Alaska,    Revillagigedo Channel,,        KETCHIKAN,9450460,55.3318,-131.6262,Harmonic
Alaska,    Revillagigedo Channel,,        Ward Cove,9450492,55.3983,-131.727,Subordinate
Alaska,    Behm Canal,,"        Alva Bay, Revillagigedo Island",9450382,55.2283,-131.133,Subordinate
Alaska,    Behm Canal,,        Vallenar Point,9450511,55.4267,-131.847,Subordinate
Alaska,    Behm Canal,,        Rudyerd Bay,9450651,55.6417,-130.645,Subordinate
Alaska,    Behm Canal,,        Fitzgibbon Cove,9450879,55.9833,-131.175,Subordinate
Alaska,    Behm Canal,,"        Burrough Bay, Behm Canal",9450914,56.0383,-131.095,Harmonic
Alaska,    Behm Canal,,"        Yes Cannery, Yes Bay",9450836,55.9133,-131.797,Subordinate
Alaska,    Behm Canal,,"        Loring, Naha Bay",9450624,55.6017,-131.632,Subordinate
Alaska,    Behm Canal,,"        Tamgas Harbor, Annette Island",9450273,55.0667,-131.542,Subordinate
Alaska,    Behm Canal,,"        Ingraham Bay, Prince of Wales Island",9450212,54.98,-132.007,Subordinate
Alaska,    Behm Canal,,"        Menefee Anch., Prince of Wales Island",9450244,55.0267,-132.013,Subordinate
Alaska,    Behm Canal,,"        Niblack Anchorage, Moira Sound",9450271,55.0667,-132.12,Subordinate
Alaska,    Behm Canal,,"        Metlakatla, Port Chester",9450314,55.1283,-131.567,Harmonic
Alaska,    Clarence Strait,,"        Nehenta Bay, Gravina Island",9450339,55.1667,-131.797,Subordinate
Alaska,    Clarence Strait,,"        Lancaster Cove, Cholmondeley Sound",9450373,55.2133,-132.095,Subordinate
Alaska,    Clarence Strait,,"        Divide Head, Cholmondeley Sound",9450399,55.2517,-132.3,Subordinate
Alaska,    Clarence Strait,        Kasaan Bay,"            Saltery Cove, Skowl Arm",9450495,55.4017,-132.328,Subordinate
Alaska,    Clarence Strait,        Kasaan Bay,            Kasaan,9450581,55.535,-132.397,Subordinate
Alaska,    Clarence Strait,        Kasaan Bay,            Lindeman Cove,9450625,55.6017,-132.512,Harmonic
Alaska,    Clarence Strait,        Kasaan Bay,            Hollis Anchorage,9450544,55.48,-132.645,Subordinate
Alaska,    Clarence Strait,,"        Bradfield Canal, Ernest Sound",9451012,56.1833,-131.572,Harmonic
Alaska,    Clarence Strait,,"        Ratz Harbor, Prince of Wales Island",9450815,55.88,-132.595,Subordinate
Alaska,    Clarence Strait,,        Lake Bay,9450904,56.0233,-132.92,Subordinate
Alaska,    Clarence Strait,,"        Beck Island, Clarence Strait",9450906,56.0467,-132.862,Subordinate
Alaska,    Clarence Strait,,"        Thorne Island, Whale Passage",9450938,56.0583,-132.968,Subordinate
Alaska,    Clarence Strait,,        Blashke Island,9450973,56.1267,-132.895,Subordinate
Alaska,    Clarence Strait,,        Point Harrington,9451005,56.1783,-132.697,Harmonic
Alaska,    Clarence Strait,,"        Thoms Point, Zimovia Strait",9450970,56.1183,-132.078,Harmonic
Alaska,    Clarence Strait,,"        Village Rock, Zimovia Strait",9451037,56.22,-132.297,Harmonic
Alaska,    Clarence Strait,,        Madan Bay,9451152,56.3922,-132.169,Harmonic
Alaska,    Clarence Strait,,"        Wrangell, Wrangell Island",9451204,56.47,-132.387,Harmonic
Alaska,    Cordova Bay,,        Minnie Bay,9450041,54.7267,-132.302,Subordinate
Alaska,    Cordova Bay,,        Tah Bay,TWC1487,54.8333,-132.3333,Subordinate
Alaska,    Cordova Bay,,        Hunter Bay,9450139,54.8717,-132.322,Subordinate
Alaska,    Cordova Bay,,        Kassa Inlet entrance,9450176,54.9267,-132.522,Subordinate
Alaska,    Cordova Bay,,        Elbow Bay,9450158,54.9,-132.653,Subordinate
Alaska,    Cordova Bay,,        Mabel Island,9450226,55,-132.592,Subordinate
Alaska,    Cordova Bay,,"        Keete Island, Nutkwa Inlets",9450258,55.0467,-132.577,Subordinate
Alaska,    Cordova Bay,,        Keete Inlet,9450281,55.08,-132.49,Subordinate
Alaska,    Cordova Bay,        Hetta Inlet,            Mud Bay,9450282,55.0817,-132.632,Subordinate
Alaska,    Cordova Bay,        Hetta Inlet,            Copper Harbor,9450369,55.21,-132.625,Subordinate
Alaska,    Cordova Bay,        Hetta Inlet,            Sulzer,9450421,55.285,-132.622,Subordinate
Alaska,    Cordova Bay,,"        American Bay, Kaigani Strait",9450125,54.85,-132.83,Subordinate
Alaska,    Cordova Bay,        Tlevak Strait,"            Kasook Inlet, Sukkwan Island",TWC1513,55.0167,-132.7833,Subordinate
Alaska,    Cordova Bay,        Tlevak Strait,            View Cove,9450283,55.0833,-133.017,Subordinate
Alaska,    Cordova Bay,        Tlevak Strait,"            South Pass, Sukkwan Strait",9450341,55.1667,-132.87,Subordinate
Alaska,    Cordova Bay,        Tlevak Strait,"            HYDABURG, SUKKWAN STRAIT",9450364,55.2017,-132.823,Harmonic
Alaska,    Cordova Bay,        Tlevak Strait,            Saltery Point,9450351,55.1817,-132.795,Subordinate
